Cidade,Transportadora,UF,Prazo,Capital/Interior
BELEM,TECMAR,AL,14,INTERIOR
LIMOEIRO DE ANADIA,TECMAR,AL,14,INTERIOR
OLHO D'AGUA GRANDE,TECMAR,AL,14,INTERIOR
TANQUE D'ARCA,TECMAR,AL,14,INTERIOR
VILA SAO FRANCISCO,TECMAR,AL,14,INTERIOR
PARICONHA,TECMAR,AL,14,INTERIOR
OLHO D'AGUA DAS FOLRES,TECMAR,AL,14,INTERIOR
ALAZAO,TECMAR,AL,14,INTERIOR
CAFELANDIA,TECMAR,BA,13,INTERIOR
SAO DESIDERIO,TECMAR,BA,13,INTERIOR
SALVADOR,TECMAR,BA,10,CAPITAL 
ILHEUS,TECMAR,BA,13,INTERIOR
SIMOES FILHO,TECMAR,BA,10,CAPITAL 
CAMACARI,TECMAR,BA,10,CAPITAL 
PORTO SEGURO,TECMAR,BA,13,INTERIOR
CAMAMU,TECMAR,BA,13,INTERIOR
ITAMARAJU,TECMAR,BA,13,INTERIOR
ITUBERA,TECMAR,BA,13,INTERIOR
VALENCA,TECMAR,BA,13,INTERIOR
RIBEIRA DO POMBAL,TECMAR,BA,13,INTERIOR
ITABUNA,TECMAR,BA,13,INTERIOR
UNA,TECMAR,BA,13,INTERIOR
FEIRA DE SANTANA,TECMAR,BA,13,INTERIOR
ALAGOINHAS,TECMAR,BA,13,INTERIOR
AMARGOSA,TECMAR,BA,13,INTERIOR
BARREIRAS,TECMAR,BA,13,INTERIOR
BRUMADO,TECMAR,BA,13,INTERIOR
EUNAPOLIS,TECMAR,BA,13,INTERIOR
IRECE,TECMAR,BA,13,INTERIOR
ITABERABA,TECMAR,BA,13,INTERIOR
JUAZEIRO,TECMAR,BA,13,INTERIOR
MIMOSO,TECMAR,BA,13,INTERIOR
PAULO AFONSO,TECMAR,BA,13,INTERIOR
SANTO ANTONIO DE JESUS,TECMAR,BA,13,INTERIOR
SEABRA,TECMAR,BA,13,INTERIOR
SERRINHA,TECMAR,BA,13,INTERIOR
VITORIA DA CONQUISTA,TECMAR,BA,13,INTERIOR
LAURO DE FREITAS,TECMAR,BA,10,CAPITAL 
CANDEIAS,TECMAR,BA,10,CAPITAL 
VERA CRUZ,TECMAR,BA,13,INTERIOR
POCOES,TECMAR,BA,13,INTERIOR
SANTA CRUZ CABRALIA,TECMAR,BA,13,INTERIOR
SENHOR DO BONFIM,TECMAR,BA,13,INTERIOR
CACHOEIRA,TECMAR,BA,13,INTERIOR
ITATIM,TECMAR,BA,13,INTERIOR
MUNDO NOVO,TECMAR,BA,13,INTERIOR
SAUDE,TECMAR,BA,13,INTERIOR
MACAJUBA,TECMAR,BA,13,INTERIOR
CAPIM GROSSO,TECMAR,BA,13,INTERIOR
CRUZ DAS ALMAS,TECMAR,BA,13,INTERIOR
RUY BARBOSA,TECMAR,BA,13,INTERIOR
JUSSARA,TECMAR,BA,13,INTERIOR
MONTE SANTO,TECMAR,BA,13,INTERIOR
JEQUIE,TECMAR,BA,13,INTERIOR
SAO GONÇALO DOS CAMPOS,TECMAR,BA,13,INTERIOR
ARACI,TECMAR,BA,13,INTERIOR
SOUTO SOARES,TECMAR,BA,13,INTERIOR
JAGUAQUARA,TECMAR,BA,13,INTERIOR
TUCANO,TECMAR,BA,13,INTERIOR
BANZAE,TECMAR,BA,13,INTERIOR
SANTA BRIGIDA,TECMAR,BA,13,INTERIOR
CIPO,TECMAR,BA,13,INTERIOR
CICERO DANTAS,TECMAR,BA,13,INTERIOR
CANSANCAO,TECMAR,BA,13,INTERIOR
JACOBINA,TECMAR,BA,13,INTERIOR
MIGUEL CALMON,TECMAR,BA,13,INTERIOR
CONCEICAO DO COITE,TECMAR,BA,13,INTERIOR
SANTO AMARO,TECMAR,BA,13,INTERIOR
CARFANAUM,TECMAR,BA,13,INTERIOR
IBOTIRAMA,TECMAR,BA,13,INTERIOR
ITAPICURU,TECMAR,BA,13,INTERIOR
CAPIM GROSSO,TECMAR,BA,13,INTERIOR
JAGUARARIBA,TECMAR,BA,13,INTERIOR
FILADELFIA,TECMAR,BA,13,INTERIOR
TEIXEIRA DE FREITAS,TECMAR,BA,13,INTERIOR
UAUA,TECMAR,BA,13,INTERIOR
SAPEACU,TECMAR,BA,13,INTERIOR
EUCLIDES DA CUNHA,TECMAR,BA,13,INTERIOR
CAMPO FORMOSO,TECMAR,BA,13,INTERIOR
ITAPETINGA,TECMAR,BA,13,INTERIOR
SANTO ESTEVAO,TECMAR,BA,13,INTERIOR
CORACAO DE MARIA,TECMAR,BA,13,INTERIOR
IRARA,TECMAR,BA,13,INTERIOR
CONCEICAO DO JACUIPE,TECMAR,BA,13,INTERIOR
CAMACAN,TECMAR,BA,13,INTERIOR
IBICARAI,TECMAR,BA,13,INTERIOR
VALENTE,TECMAR,BA,13,INTERIOR
CATU,TECMAR,BA,13,INTERIOR
BAIXA GRANDE,TECMAR,BA,13,INTERIOR
IPIRA,TECMAR,BA,13,INTERIOR
SAO GABRIEL,TECMAR,BA,13,INTERIOR
PRESIDENTE DUTRA,TECMAR,BA,13,INTERIOR
JOAO DOURADO,TECMAR,BA,13,INTERIOR
TEOFILANDIA,TECMAR,BA,13,INTERIOR
SAO SEBASTIAO DO PASSE,TECMAR,BA,13,INTERIOR
UBATA,TECMAR,BA,13,INTERIOR
CASTRO ALVES,TECMAR,BA,13,INTERIOR
GUANAMBI,TECMAR,BA,13,INTERIOR
ITABATAN,TECMAR,BA,13,INTERIOR
PARAMIRIM,TECMAR,BA,13,INTERIOR
PIRITIBA,TECMAR,BA,13,INTERIOR
DIAS D AVILA,TECMAR,BA,13,INTERIOR
PINDOBACU,TECMAR,BA,13,INTERIOR
XIQUE XIQUE,TECMAR,BA,13,INTERIOR
CENTRAL,TECMAR,BA,13,INTERIOR
RIACHAO DO JACUIPE,TECMAR,BA,13,INTERIOR
SALOBRO DE CANARANA,TECMAR,BA,13,INTERIOR
MORRO DO CHAPEU,TECMAR,BA,13,INTERIOR
IACU,TECMAR,BA,13,INTERIOR
CANARANA,TECMAR,BA,13,INTERIOR
PITUBA,TECMAR,BA,13,INTERIOR
UIBAI,TECMAR,BA,13,INTERIOR
QUEIMADAS,TECMAR,BA,13,INTERIOR
VARZEA NOVA,TECMAR,BA,13,INTERIOR
BOM JESUS DA LAPA,TECMAR,BA,13,INTERIOR
REMANSO,TECMAR,BA,13,INTERIOR
CASA NOVA,TECMAR,BA,13,INTERIOR
PIRITIBA,TECMAR,BA,13,INTERIOR
ITIUBA,TECMAR,BA,13,INTERIOR
ITAPARICA,TECMAR,BA,13,INTERIOR
MADRE DE DEUS,TECMAR,BA,10,CAPITAL 
PONTO NOVO,TECMAR,BA,13,INTERIOR
CACULE,TECMAR,BA,13,INTERIOR
BUERAREMA,TECMAR,BA,13,INTERIOR
UTINGA,TECMAR,BA,13,INTERIOR
SANTA LUZ,TECMAR,BA,13,INTERIOR
MATA DE SAO JOAO,TECMAR,BA,13,INTERIOR
ITAPEBI,TECMAR,BA,13,INTERIOR
ITANHEM,TECMAR,BA,13,INTERIOR
ITABELA,TECMAR,BA,13,INTERIOR
PRADO,TECMAR,BA,13,INTERIOR
MEDEIROS NETO,TECMAR,BA,13,INTERIOR
BELMONTE,TECMAR,BA,13,INTERIOR
ITIUBA,TECMAR,BA,13,INTERIOR
MUCURI,TECMAR,BA,13,INTERIOR
MULUNGU DO MORRO,TECMAR,BA,13,INTERIOR
NAZARE DA MATA,TECMAR,BA,13,INTERIOR
NAZARE,TECMAR,BA,13,INTERIOR
SAO FELIPE,TECMAR,BA,13,INTERIOR
JAGUARARI,TECMAR,BA,13,INTERIOR
MURITIBA,TECMAR,BA,13,INTERIOR
IBIPITANGA,TECMAR,BA,13,INTERIOR
SANTANA,TECMAR,BA,13,INTERIOR
RIO REAL,TECMAR,BA,13,INTERIOR
CAETITE,TECMAR,BA,13,INTERIOR
GANDU,TECMAR,BA,13,INTERIOR
MAIRI,TECMAR,BA,13,INTERIOR
BARRA DO MENDES,TECMAR,BA,13,INTERIOR
MORPARA,TECMAR,BA,13,INTERIOR
BARRA,TECMAR,BA,13,INTERIOR
JACARACI,TECMAR,BA,13,INTERIOR
SALOBRO DE CANARANA,TECMAR,BA,13,INTERIOR
SAO DOMINGOS,TECMAR,BA,13,INTERIOR
REMANSO,TECMAR,BA,13,INTERIOR
SALOBRO DE CANARANA,TECMAR,BA,13,INTERIOR
SALOBRO DE CANARANA,TECMAR,BA,13,INTERIOR
SALOBRO,TECMAR,BA,13,INTERIOR
TABOCAS DO BREJO VELHO,TECMAR,BA,13,INTERIOR
BARRO ALTO,TECMAR,BA,13,INTERIOR
LICINIO DE ALMEIDA,TECMAR,BA,13,INTERIOR
JUSSARA,TECMAR,BA,13,INTERIOR
CANSANCAO,TECMAR,BA,13,INTERIOR
MONTE ALTO,TECMAR,BA,13,INTERIOR
C ANDEUBA,TECMAR,BA,13,INTERIOR
CONDEUBAS,TECMAR,BA,13,INTERIOR
BELO CAMPO,TECMAR,BA,13,INTERIOR
SANTA MARIA DA VITORIA,TECMAR,BA,13,INTERIOR
IRAQ1UARA,TECMAR,BA,13,INTERIOR
IRAQUARA,TECMAR,BA,13,INTERIOR
RIBEIRA DO AMPARO,TECMAR,BA,13,INTERIOR
BARRA DA ESTIVA,TECMAR,BA,13,INTERIOR
CRISTOPOLIS,TECMAR,BA,13,INTERIOR
ANDORINHA,TECMAR,BA,13,INTERIOR
CANDEAL,TECMAR,BA,13,INTERIOR
RETIROLANDIA,TECMAR,BA,13,INTERIOR
NORDESTINA,TECMAR,BA,13,INTERIOR
SANTA INES,TECMAR,BA,13,INTERIOR
SAO JOAO DO PARAISO,TECMAR,BA,13,INTERIOR
SANTA MARIA VITORIA,TECMAR,BA,13,INTERIOR
BURIETA,TECMAR,BA,13,INTERIOR
NOVA VICOSA,TECMAR,BA,13,INTERIOR
ANTONIO GONCALVES,TECMAR,BA,13,INTERIOR
SOBRADINHO,TECMAR,BA,13,INTERIOR
TANQUE NOVO,TECMAR,BA,13,INTERIOR
UBATA,TECMAR,BA,13,INTERIOR
BARRO ALTO,TECMAR,BA,13,INTERIOR
SALABRO DE CANARANA,TECMAR,BA,13,INTERIOR
ESPLANADA,TECMAR,BA,13,INTERIOR
CONCEICAO DO ALMEIDA,TECMAR,BA,13,INTERIOR
ITAGIMIRIM,TECMAR,BA,13,INTERIOR
IPUPIARA,TECMAR,BA,13,INTERIOR
PALMAS DE MONTE ALTO,TECMAR,BA,13,INTERIOR
ANAGE,TECMAR,BA,13,INTERIOR
PEQUI,TECMAR,BA,13,INTERIOR
IGUAI,TECMAR,BA,13,INTERIOR
IPIAU,TECMAR,BA,13,INTERIOR
PARAPIRANGA,TECMAR,BA,13,INTERIOR
PARIPIRANGA,TECMAR,BA,13,INTERIOR
CANDIDO SALES,TECMAR,BA,13,INTERIOR
URUCUCA,TECMAR,BA,13,INTERIOR
MACAUBAS,TECMAR,BA,13,INTERIOR
ITAJUIPE,TECMAR,BA,13,INTERIOR
ELISIO MEDRADO,TECMAR,BA,13,INTERIOR
MARACAS,TECMAR,BA,13,INTERIOR
ITORORO,TECMAR,BA,13,INTERIOR
LIVRAMENTO DO BRUMADO,TECMAR,BA,13,INTERIOR
BOTUPORA,TECMAR,BA,13,INTERIOR
COARACI,TECMAR,BA,13,INTERIOR
CANAVIEIRAS,TECMAR,BA,13,INTERIOR
BREJOES,TECMAR,BA,13,INTERIOR
LAPAO,TECMAR,BA,13,INTERIOR
SAO MIGUEL DAS MATAS,TECMAR,BA,13,INTERIOR
LUIS EDUARDO MAGALHAES,TECMAR,BA,13,INTERIOR
FEIRA DA MATA,TECMAR,BA,13,INTERIOR
TREMENDAL,TECMAR,BA,13,INTERIOR
UBAIRA,TECMAR,BA,13,INTERIOR
AMELIA RODRIGUES,TECMAR,BA,13,INTERIOR
SAO FELIX,TECMAR,BA,13,INTERIOR
SANTA BARBARA,TECMAR,BA,13,INTERIOR
ENTRE RIOS,TECMAR,BA,13,INTERIOR
RIO LEAL,TECMAR,BA,13,INTERIOR
ABRANTES,TECMAR,BA,13,INTERIOR
ITACARE,TECMAR,BA,13,INTERIOR
MUTUIPE,TECMAR,BA,13,INTERIOR
JUSSARI,TECMAR,BA,13,INTERIOR
VANDERLEY,TECMAR,BA,13,INTERIOR
INHAMBUPE,TECMAR,BA,13,INTERIOR
COCOS,TECMAR,BA,13,INTERIOR
SAO FRANCISCO DO CONDE,TECMAR,BA,13,INTERIOR
IBIRATAIA,TECMAR,BA,13,INTERIOR
POJUCA,TECMAR,BA,13,INTERIOR
LAGOA REAL,TECMAR,BA,13,INTERIOR
GONGOGI,TECMAR,BA,13,INTERIOR
IGAPORA,TECMAR,BA,13,INTERIOR
ARATACA,TECMAR,BA,13,INTERIOR
CONCEICAO DA FEIRA,TECMAR,BA,13,INTERIOR
GUAIAMBE,TECMAR,BA,13,INTERIOR
SENTO SE,TECMAR,BA,13,INTERIOR
SAUBARA,TECMAR,BA,13,INTERIOR
PIATA,TECMAR,BA,13,INTERIOR
JANDAIRA,TECMAR,BA,13,INTERIOR
IBIPEBA,TECMAR,BA,13,INTERIOR
AMERICA DOURADA,TECMAR,BA,13,INTERIOR
SITIO DO QUINTO,TECMAR,BA,13,INTERIOR
MANOEL VITORINO,TECMAR,BA,13,INTERIOR
URANDI,TECMAR,BA,13,INTERIOR
ITUPE,TECMAR,BA,13,INTERIOR
SAO FELIX DO CORIBE,TECMAR,BA,13,INTERIOR
CABACEIRAS DO PARAGUACU,TECMAR,BA,13,INTERIOR
ARACAS,TECMAR,BA,13,INTERIOR
ALAGOINHA VELHA,TECMAR,BA,13,INTERIOR
CARAVELAS,TECMAR,BA,13,INTERIOR
UBAITABA,TECMAR,BA,13,INTERIOR
AURELIANO LEAL,TECMAR,BA,13,INTERIOR
NOVA FATIMA,TECMAR,BA,13,INTERIOR
CANUDOS,TECMAR,BA,13,INTERIOR
ITAMBE,TECMAR,BA,13,INTERIOR
QUIXABEIRA,TECMAR,BA,13,INTERIOR
SANTA TERESINHA,TECMAR,BA,13,INTERIOR
CAFARNAUM,TECMAR,BA,13,INTERIOR
LAJEDINHO,TECMAR,BA,13,INTERIOR
OLINDINA,TECMAR,BA,13,INTERIOR
VARZEA DA ROCA,TECMAR,BA,13,INTERIOR
S RITA CASSIA,TECMAR,BA,13,INTERIOR
CORRENTINA,TECMAR,BA,13,INTERIOR
DOM BASILIO,TECMAR,BA,13,INTERIOR
CACOLE,TECMAR,BA,13,INTERIOR
VOTUPORA,TECMAR,BA,13,INTERIOR
WANDERLEY,TECMAR,BA,13,INTERIOR
CARIBE,TECMAR,BA,13,INTERIOR
SANTA RITA CASSIA,TECMAR,BA,13,INTERIOR
CORIBE,TECMAR,BA,13,INTERIOR
IRAMAIA,TECMAR,BA,13,INTERIOR
ARACATU,TECMAR,BA,13,INTERIOR
BROTAS DE MACAUBAS,TECMAR,BA,13,INTERIOR
CORONEL JOAO SA,TECMAR,BA,13,INTERIOR
SEBASTIAO LARANJEIRAS,TECMAR,BA,13,INTERIOR
JITAUNA,TECMAR,BA,13,INTERIOR
PE DE SERRA,TECMAR,BA,13,INTERIOR
OLIVEIRA DOS BREJINHOS,TECMAR,BA,13,INTERIOR
RIACHO DE SANTANA,TECMAR,BA,13,INTERIOR
BONITO,TECMAR,BA,13,INTERIOR
MARAGOGIPE,TECMAR,BA,13,INTERIOR
BARROCAS,TECMAR,BA,13,INTERIOR
FLORESTA AZUL,TECMAR,BA,13,INTERIOR
CLEROLANDIA,TECMAR,BA,13,INTERIOR
VARZEA DO POCO,TECMAR,BA,13,INTERIOR
NOVO HORIZONTE,TECMAR,BA,13,INTERIOR
BARRA DO CHOCA,TECMAR,BA,13,INTERIOR
IBIRAPITANGA,TECMAR,BA,13,INTERIOR
FATIMA,TECMAR,BA,13,INTERIOR
TAPIRAMUTA,TECMAR,BA,13,INTERIOR
PRESIDENTE JANIO QUADROS,TECMAR,BA,13,INTERIOR
CURACA,TECMAR,BA,13,INTERIOR
PIRIPA,TECMAR,BA,13,INTERIOR
PILAO ARCADO,TECMAR,BA,13,INTERIOR
ITARANTIM,TECMAR,BA,13,INTERIOR
CRISOPOLIS,TECMAR,BA,13,INTERIOR
GUAJERU,TECMAR,BA,13,INTERIOR
RIO DO ANTONIO,TECMAR,BA,13,INTERIOR
BOQUIRA,TECMAR,BA,13,INTERIOR
RIO DE CONTAS,TECMAR,BA,13,INTERIOR
SANTA RITA DE CASSIA,TECMAR,BA,13,INTERIOR
IBICOARA,TECMAR,BA,13,INTERIOR
POTIRAGUA,TECMAR,BA,13,INTERIOR
IBIASSUCE,TECMAR,BA,13,INTERIOR
REICO CARDOSO,TECMAR,BA,13,INTERIOR
LIVRAMENTO NOSSA SENHORA,TECMAR,BA,13,INTERIOR
MASCOTE,TECMAR,BA,13,INTERIOR
SATIRO DIAS,TECMAR,BA,13,INTERIOR
SANTA CRUZ DA VITORIA,TECMAR,BA,13,INTERIOR
TANHACU,TECMAR,BA,13,INTERIOR
ITUACU,TECMAR,BA,13,INTERIOR
RIO DO PIRES,TECMAR,BA,13,INTERIOR
ABAIRA,TECMAR,BA,13,INTERIOR
BONINAL,TECMAR,BA,13,INTERIOR
IBITIARA,TECMAR,BA,13,INTERIOR
SERROLANDIA,TECMAR,BA,13,INTERIOR
NOVO TRIUNFO,TECMAR,BA,13,INTERIOR
JEREMOABO,TECMAR,BA,13,INTERIOR
LAJE,TECMAR,BA,13,INTERIOR
XIQUE-XIQUE,TECMAR,BA,13,INTERIOR
IBITITA,TECMAR,BA,13,INTERIOR
MACARANI,TECMAR,BA,13,INTERIOR
MILAGRES,TECMAR,BA,13,INTERIOR
MAIQUINIQUE,TECMAR,BA,13,INTERIOR
MALHADA DE PEDRAS,TECMAR,BA,13,INTERIOR
PLANALTO,TECMAR,BA,13,INTERIOR
ENCRUZILHADA,TECMAR,BA,13,INTERIOR
ANDARAI,TECMAR,BA,13,INTERIOR
CAETANOS,TECMAR,BA,13,INTERIOR
GAVIAO,TECMAR,BA,13,INTERIOR
NUCLEO RESIDENCIAL PILAR,TECMAR,BA,13,INTERIOR
ACAJUTIBA,TECMAR,BA,13,INTERIOR
CATURAMA,TECMAR,BA,13,INTERIOR
COTEGIPE,TECMAR,BA,13,INTERIOR
CENTRO,TECMAR,BA,13,INTERIOR
ADUSTINA,TECMAR,BA,13,INTERIOR
FORMOSA DO RIO PRETO,TECMAR,BA,13,INTERIOR
LIVRAMENTO DE NOSSA SENHO,TECMAR,BA,13,INTERIOR
GOVERNADOR MANGABEIRA,TECMAR,BA,13,INTERIOR
PINTADAS,TECMAR,BA,13,INTERIOR
APORA,TECMAR,BA,13,INTERIOR
BIRITINGA,TECMAR,BA,13,INTERIOR
CAITITE,TECMAR,BA,13,INTERIOR
PALMEIRAS,TECMAR,BA,13,INTERIOR
CANDIBA,TECMAR,BA,13,INTERIOR
MICUGE,TECMAR,BA,13,INTERIOR
MUCUGE,TECMAR,BA,13,INTERIOR
NOVO HORIZONTE,TECMAR,BA,13,INTERIOR
LENCOIS,TECMAR,BA,13,INTERIOR
ITAETE,TECMAR,BA,13,INTERIOR
BOA NOVA,TECMAR,BA,13,INTERIOR
SAO JOSE DO JACUIPE,TECMAR,BA,13,INTERIOR
RIBEIRAO DO LARGO,TECMAR,BA,13,INTERIOR
CAMPO ALEGRE DE LOURDES,TECMAR,BA,13,INTERIOR
ITIRUCU,TECMAR,BA,13,INTERIOR
SANTA LUZIA,TECMAR,BA,13,INTERIOR
JUSSIARE,TECMAR,BA,13,INTERIOR
MORTUGABA,TECMAR,BA,13,INTERIOR
CENTRO,TECMAR,BA,13,INTERIOR
MIRANTE,TECMAR,BA,13,INTERIOR
RODELAS,TECMAR,BA,13,INTERIOR
CONDE,TECMAR,BA,13,INTERIOR
IBICUI,TECMAR,BA,13,INTERIOR
CORDEIROS,TECMAR,BA,13,INTERIOR
IPOJU,TECMAR,BA,13,INTERIOR
SERRA DOURADA,TECMAR,BA,13,INTERIOR
MAETINGA,TECMAR,BA,13,INTERIOR
GUARATINGA,TECMAR,BA,13,INTERIOR
ITAPE,TECMAR,BA,13,INTERIOR
BARRA DO JACUIPE,TECMAR,BA,13,INTERIOR
HELIOPOLIS,TECMAR,BA,13,INTERIOR
ITAGIBA,TECMAR,BA,13,INTERIOR
LAJEDO DO TABOCAL,TECMAR,BA,13,INTERIOR
CAATIBA,TECMAR,BA,13,INTERIOR
CAEM,TECMAR,BA,13,INTERIOR
MARAU,TECMAR,BA,13,INTERIOR
DARIO MEIRA,TECMAR,BA,13,INTERIOR
AGUA FRIA,TECMAR,BA,13,INTERIOR
ARRAIAL D'AJUDA,TECMAR,BA,13,INTERIOR
CARAIBA,TECMAR,BA,13,INTERIOR
UIBAI,TECMAR,BA,13,INTERIOR
ITAQUARA,TECMAR,BA,13,INTERIOR
PARATINGA,TECMAR,BA,13,INTERIOR
ARATUIPE,TECMAR,BA,13,INTERIOR
ALCOBACA,TECMAR,BA,13,INTERIOR
BARRA DA CHOCA,TECMAR,BA,13,INTERIOR
IRAJUBA,TECMAR,BA,13,INTERIOR
ITAGI,TECMAR,BA,13,INTERIOR
IUIU,TECMAR,BA,13,INTERIOR
JAGAQUARA,TECMAR,BA,13,INTERIOR
LAJEADO,TECMAR,BA,13,INTERIOR
PINDAI,TECMAR,BA,13,INTERIOR
RAFAEL JAMBEIRO,TECMAR,BA,13,INTERIOR
BURITIRAMA,TECMAR,BA,13,INTERIOR
TREMEDAL,TECMAR,BA,13,INTERIOR
IGRAPIUNA,TECMAR,BA,13,INTERIOR
ERICO CARDOSO,TECMAR,BA,13,INTERIOR
ARATU,TECMAR,BA,13,INTERIOR
SALTO,TECMAR,BA,13,INTERIOR
TANQUINHO,TECMAR,BA,13,INTERIOR
CANAPOLIS,TECMAR,BA,13,INTERIOR
GENTIO DO OURO,TECMAR,BA,13,INTERIOR
ANGUERA,TECMAR,BA,13,INTERIOR
ACARAJUTIBA,TECMAR,BA,13,INTERIOR
ANTAS,TECMAR,BA,13,INTERIOR
ANTONIO CARDOSO,TECMAR,BA,13,INTERIOR
ANTONIO GONÇALVES,TECMAR,BA,13,INTERIOR
ARAÇAS,TECMAR,BA,13,INTERIOR
ARAMARI,TECMAR,BA,13,INTERIOR
BAINOPOLIS,TECMAR,BA,13,INTERIOR
BARRO PRETO,TECMAR,BA,13,INTERIOR
BIRITIRAMA,TECMAR,BA,13,INTERIOR
BOA VISTA DO TUPIM,TECMAR,BA,13,INTERIOR
BREJOLANDIA,TECMAR,BA,13,INTERIOR
CABECEIRAS DO PARAGUAÇU,TECMAR,BA,13,INTERIOR
CAIRU,TECMAR,BA,13,INTERIOR
CALDEIRAO GRANDE,TECMAR,BA,13,INTERIOR
CAPELA DO ALTO ALEGRE,TECMAR,BA,13,INTERIOR
CARDEAL DA SILVA,TECMAR,BA,13,INTERIOR
CATOLANDIA,TECMAR,BA,13,INTERIOR
CHORROCHO,TECMAR,BA,13,INTERIOR
CONCEIÇAO DA FEIRA,TECMAR,BA,13,INTERIOR
CONCEIÇAO DO ALMEIDA,TECMAR,BA,13,INTERIOR
CONCEIÇAO DO COITE,TECMAR,BA,13,INTERIOR
CONCEIÇAO DO JACUIPE,TECMAR,BA,13,INTERIOR
CORAÇAO DE MARIA,TECMAR,BA,13,INTERIOR
COTEJIPE,TECMAR,BA,13,INTERIOR
CRAVOLANDIA,TECMAR,BA,13,INTERIOR
CRISTOPOLIS,TECMAR,BA,13,INTERIOR
CURAÇA,TECMAR,BA,13,INTERIOR
DOM MACEDO DA COSTA,TECMAR,BA,13,INTERIOR
GLORIA,TECMAR,BA,13,INTERIOR
IBIQUERA,TECMAR,BA,13,INTERIOR
ICHU,TECMAR,BA,13,INTERIOR
IPECAETA,TECMAR,BA,13,INTERIOR
ITANAGRA,TECMAR,BA,13,INTERIOR
ITICURU,TECMAR,BA,13,INTERIOR
JIQUIRICA,TECMAR,BA,13,INTERIOR
JUSSIAPE,TECMAR,BA,13,INTERIOR
LAMARAO,TECMAR,BA,13,INTERIOR
MACUJUBA,TECMAR,BA,13,INTERIOR
MACURURE,TECMAR,BA,13,INTERIOR
MIRANGABA,TECMAR,BA,13,INTERIOR
MUNIZ FERREIRA,TECMAR,BA,13,INTERIOR
MUQUEM DO SAO FRANCISCO,TECMAR,BA,13,INTERIOR
NILO PEÇANHA,TECMAR,BA,13,INTERIOR
NOVA IBIA,TECMAR,BA,13,INTERIOR
NOVA ITARANA,TECMAR,BA,13,INTERIOR
NOVA REDENCAO,TECMAR,BA,13,INTERIOR
NOVA SOURE,TECMAR,BA,13,INTERIOR
OURICANGAS,TECMAR,BA,13,INTERIOR
OUROLANDIA,TECMAR,BA,13,INTERIOR
PIRIPIRANGA,TECMAR,BA,13,INTERIOR
PEDRAO,TECMAR,BA,13,INTERIOR
PEDRO ALEXANDRE,TECMAR,BA,13,INTERIOR
PINDOBAÇU,TECMAR,BA,13,INTERIOR
PIRAI DO NORTE,TECMAR,BA,13,INTERIOR
PRESIDENTE TANCREDO NEVES,TECMAR,BA,13,INTERIOR
QUIJINGUE,TECMAR,BA,13,INTERIOR
RIACHAO DAS NEVES,TECMAR,BA,13,INTERIOR
SALINAS DA MARGARIDA,TECMAR,BA,13,INTERIOR
SANTANOPOLIS,TECMAR,BA,13,INTERIOR
SERRA PRETA,TECMAR,BA,13,INTERIOR
TAPEROA,TECMAR,BA,13,INTERIOR
TEODORO SAMPAIO,TECMAR,BA,13,INTERIOR
TEOLANDIA,TECMAR,BA,13,INTERIOR
TERRA NOVA,TECMAR,BA,13,INTERIOR
UMBURANAS,TECMAR,BA,13,INTERIOR
VARZEADO,TECMAR,BA,13,INTERIOR
WAGNER,TECMAR,BA,13,INTERIOR
WENCESLAU GUIMARAES,TECMAR,BA,13,INTERIOR
ALMADINA,TECMAR,BA,13,INTERIOR
ALQUARA,TECMAR,BA,13,INTERIOR
APUAREMA,TECMAR,BA,13,INTERIOR
AURELINO LEAL,TECMAR,BA,13,INTERIOR
BOM JESUS DA SERRA,TECMAR,BA,13,INTERIOR
CARINHANHA,TECMAR,BA,13,INTERIOR
FIRMINO ALVES,TECMAR,BA,13,INTERIOR
IBIRAPUA,TECMAR,BA,13,INTERIOR
ITAGUACU DA BAHIA,TECMAR,BA,13,INTERIOR
ITAJU DA COLONIA,TECMAR,BA,13,INTERIOR
ITAMARI,TECMAR,BA,13,INTERIOR
ITAPITANGA,TECMAR,BA,13,INTERIOR
JAGUARIPE,TECMAR,BA,13,INTERIOR
JUCURUCU,TECMAR,BA,13,INTERIOR
LAFAIETE COUTINHO,TECMAR,BA,13,INTERIOR
LAGEDAO,TECMAR,BA,13,INTERIOR
LAGEDO DO TABOCAL,TECMAR,BA,13,INTERIOR
MALHADA,TECMAR,BA,13,INTERIOR
MANSIDAO,TECMAR,BA,13,INTERIOR
MARCIONILIO DE SOUZA,TECMAR,BA,13,INTERIOR
MATINA,TECMAR,BA,13,INTERIOR
NOVA CANAA,TECMAR,BA,13,INTERIOR
PAU BRASIL,TECMAR,BA,13,INTERIOR
PLANALTINO,TECMAR,BA,13,INTERIOR
SAO JOSE DA VITORIA,TECMAR,BA,13,INTERIOR
SERRA DO RAMALHO,TECMAR,BA,13,INTERIOR
SITIO DO MATO,TECMAR,BA,13,INTERIOR
VEREDA,TECMAR,BA,13,INTERIOR
LAJEDAO,TECMAR,BA,13,INTERIOR
PLANALTINA,TECMAR,BA,13,INTERIOR
MAGALHAES,TECMAR,BA,13,INTERIOR
SAO GONCALO DOS CAMPOS,TECMAR,BA,13,INTERIOR
SANTALUZ,TECMAR,BA,13,INTERIOR
BARRA DO ROCHA,TECMAR,BA,13,INTERIOR
JAPEACU,TECMAR,BA,13,INTERIOR
